publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	platform_url	platform	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publiation_title_id	access_type	preceding_title_journal_id	journal_id	journal_title_history	monograph_parent_collection_title	zdb
International handbook on the economics of corruption		9781847203106 (e-book)							https://www.elgaronline.com/view/1845422422.xml|https://doi.org/10.4337/9781847203106				eep9781847203106		fulltext		Edward Elgar,	Monograph		2006						P					
The future of intermodal freight transport : operations, design, and policy /		9781848441392 (e-book)							https://www.elgaronline.com/view/9781845422387.xml|https://doi.org/10.4337/9781848441392				eep9781848441392		fulltext		Edward Elgar,	Monograph		2008						P					
The public financing of pharmaceuticals : an economic approach /		9781845424664 (e-book)							https://www.elgaronline.com/view/9781845420888.xml|https://doi.org/10.4337/9781845424664				eep9781845424664		fulltext		Edward Elgar,	Monograph		2005						P					
Anarchy, state and public choice		9781845428242 (e-book)							https://www.elgaronline.com/view/9781845422400.xml|https://doi.org/10.4337/9781845428242				eep9781845428242		fulltext		Edward Elgar,	Monograph		2005						P					
Knowledge intensive business services : organizational forms and national institutions /		9781847201751 (e-book)							https://www.elgaronline.com/view/9781845422363.xml|https://doi.org/10.4337/9781847201751				eep9781847201751		fulltext		Edward Elgar,	Monograph		2006						P					
Governments, competition and utility regulation		9781845426835 (e-book)							https://www.elgaronline.com/view/9781845422097.xml|https://doi.org/10.4337/9781845426835				eep9781845426835		fulltext		Edward Elgar,	Monograph		2005						P					
Islamic banking and finance : new perspectives on profit-sharing and risk /		9781843765318 (e-book)9781843762959 (e-book)							https://www.elgaronline.com/view/185898808X.xml|https://doi.org/10.4337/9781843762959				eep9781843762959		fulltext		Edward Elgar in association with International Association of Islamic Economics, Islamic Development Bank, [and] The Islamic Foundation,	Monograph		2002						P					
Environmental accounting in action : case studies from southern Africa /		9781781952955 (e-book)							https://www.elgaronline.com/view/1843760762.xml|https://doi.org/10.4337/9781781952955			Lange, Glenn-Marie.	eep9781781952955		fulltext		E. Elgar,	Monograph		2003						P					
Local enterprises in the global economy : issues of governance and upgrading /		9781843769743 (e-book)							https://www.elgaronline.com/view/1843760991.xml|https://doi.org/10.4337/9781843769743				eep9781843769743		fulltext		Edward Elgar,	Monograph		2004						P					
Incentives to improve education : a new perspective /		9781781952962 (e-book)							https://www.elgaronline.com/view/1843760681.xml|https://doi.org/10.4337/9781781952962			McMeekin, Robert W.	eep9781781952962		fulltext		E. Elgar Pub.,	Monograph		2003						P					
Growth and development in the global economy		9781781009772 (e-book)							https://www.elgaronline.com/view/1843760045.xml|https://doi.org/10.4337/9781781009772				eep9781781009772		fulltext		Edward Elgar,	Monograph		2003						P					
Internationalization, technology and services		9781781952924 (e-book)							https://www.elgaronline.com/view/1843760533.xml|https://doi.org/10.4337/9781781952924				eep9781781952924		fulltext		Edward Elgar,	Monograph		2002						P					
Monetary history, exchange rates and financial markets		9781781950784 (e-book)							https://www.elgaronline.com/view/184376086X.xml|https://doi.org/10.4337/9781781950784				eep9781781950784		fulltext		Edward Elgar Pub.,	Monograph		2003	v. 2					P					
Human capital over the life cycle : a European perspective /		9781843769750 (e-book)							https://www.elgaronline.com/view/1843760673.xml|https://doi.org/10.4337/9781843769750				eep9781843769750		fulltext		Edward Elgar Pub.,	Monograph		2004						P					
Monetary union in South America : lessons from EMU /		9781781009642 (e-book)							https://www.elgaronline.com/view/1843760576.xml|https://doi.org/10.4337/9781781009642				eep9781781009642		fulltext		Edward Elgar Pub.,	Monograph		2003						P					
Happiness, economics and politics : towards a multi-disciplinary approach /		9781849801973 (e-book)							https://www.elgaronline.com/view/9781848440937.xml|https://doi.org/10.4337/9781849801973				eep9781849801973		fulltext		Edward Elgar,	Monograph		2009						P					
Political economy and public finance : the role of political economy in the theory and practice of public economics /		9781843767527 (e-book)							https://www.elgaronline.com/view/9781843760733.xml|https://doi.org/10.4337/9781843767527				eep9781843767527		fulltext		Edward Elgar,	Monograph		2002						P					
Firms, governments, and climate policy : incentive-based policies for long-term climate change /		9781781952931 (e-book)							https://www.elgaronline.com/view/184376055X.xml|https://doi.org/10.4337/9781781952931				eep9781781952931		fulltext		E. Elgar,	Monograph		2003						P					
Climate change in the Mediterranean : socio-economic perspectives of impacts, vulnerability and adaptation /		9781781950258 (e-book)							https://www.elgaronline.com/view/9781843761549.xml|https://doi.org/10.4337/9781781950258				eep9781781950258		fulltext		E. Elgar,	Monograph		2003						P					
Reform of the international institutions : the IMF, World Bank and the WTO /		9781847202888 (e-book)							https://www.elgaronline.com/view/9781843760269.xml|https://doi.org/10.4337/9781847202888			Coffey, Peter.	eep9781847202888		fulltext		Edward Elgar,	Monograph		2006						P					
Market failure or success : the new debate /		9781781950005 (e-book)							https://www.elgaronline.com/view/1843760258.xml|https://doi.org/10.4337/9781781950005				eep9781781950005		fulltext		E. Elgar,	Monograph		2002						P					
EMU and economic policy in Europe : the challenge of the early years /		9781781009857 (e-book)							https://www.elgaronline.com/view/1843761521.xml|https://doi.org/10.4337/9781781009857				eep9781781009857		fulltext		Edward Elgar Pub.,	Monograph		2002						P					
The evolution of path dependence		9781848449268 (e-book)							https://www.elgaronline.com/view/9781843761372.xml|https://doi.org/10.4337/9781848449268				eep9781848449268		fulltext		Edward Elgar,	Monograph		2009						P					
Monetary regimes and inflation : history, economic and political relationships /		9781781008423 (e-book)							https://www.elgaronline.com/view/1843761556.xml|https://doi.org/10.4337/9781781008423			Bernholz, Peter.	eep9781781008423		fulltext		E. Elgar,	Monograph		2003						P					
Finance and development : surveys of theory, evidence, and policy /		9781845424602 (e-book)							https://www.elgaronline.com/view/1843760304.xml|https://doi.org/10.4337/9781845424602				eep9781845424602		fulltext		Edward Elgar,	Monograph		2005						P					
An eponymous dictionary of economics : a guide to laws and theorems named after economists /		9781845423605 (e-book)							https://www.elgaronline.com/view/9781843760290.xml|https://doi.org/10.4337/9781845423605				eep9781845423605		fulltext		Edward Elgar,	Monograph		2004						P					
State and local finances under pressure		9781781008522 (e-book)							https://www.elgaronline.com/view/9781843760115.xml|https://doi.org/10.4337/9781781008522				eep9781781008522		fulltext		E. Elgar,	Monograph		2003						P					
Schumpeter's market : enterprise and evolution /		9781845420857 (e-book)							https://www.elgaronline.com/view/1843761645.xml|https://doi.org/10.4337/9781845420857			Reisman, David A.	eep9781845420857		fulltext		Edward Elgar,	Monograph		2004						P					
Inspiring economics : human motivation in political economy /		9781843767121 (e-book)							https://www.elgaronline.com/view/184064205X.xml|https://doi.org/10.4337/9781843767121			Frey, Bruno S.	eep9781843767121		fulltext		Edward Elgar,	Monograph		2001						P					
The Elgar dictionary of economic quotations		9781781950739 (e-book)							https://www.elgaronline.com/view/nlm-book/9781840648201/9781840648201.xml|https://doi.org/10.4337/9781781950739				eep9781781950739		fulltext		Edward Elgar Pub.,	Monograph		2003						P					
Darwinism and evolutionary economics		9781843762942 (e-book)							https://www.elgaronline.com/view/9781840642094.xml|https://doi.org/10.4337/9781843762942				eep9781843762942		fulltext		E. Elgar,	Monograph		2001						P					
The economics of demand-led growth : challenging the supply-side vision of the long run /		9781843765325 (e-book)							https://www.elgaronline.com/view/1840641770.xml|https://doi.org/10.4337/9781843765325				eep9781843765325		fulltext		Edward Elgar,	Monograph		2002						P					
Sustainable forest management and global climate change : selected case studies from the Americas /		9781781952740 (e-book)							https://www.elgaronline.com/view/9781840641615.xml|https://doi.org/10.4337/9781781952740				eep9781781952740		fulltext		Edward Elgar Pub.,	Monograph		2000						P					
Autocratic, democratic, and optimal government : fiscal choices and economic outcomes /		9781781950876 (e-book)							https://www.elgaronline.com/view/1843764350.xml|https://doi.org/10.4337/9781781950876			Niskanen, William A.,	eep9781781950876		fulltext		Edward Elgar,	Monograph		2003						P					
The rise of unemployment in Europe : a Keynesian approach /		9781845421717 (e-book)							https://www.elgaronline.com/view/1843764105.xml|https://doi.org/10.4337/9781845421717			Stockhammer, Engelbert,	eep9781845421717		fulltext		Edward Elgar,	Monograph		2004						P					
Information technology policy and the digital divide : lessons for developing countries /		9781843769781 (e-book)							https://www.elgaronline.com/view/184376413X.xml|https://doi.org/10.4337/9781843769781				eep9781843769781		fulltext		Edward Elgar Pub.,	Monograph		2004						P					
Rural poverty, risk and development		9781781950685 (e-book)							https://www.elgaronline.com/view/1843764369.xml|https://doi.org/10.4337/9781781950685			Fafchamps, Marcel.	eep9781781950685		fulltext		E. Elgar,	Monograph		2003						P					
Transport and environment : in search of sustainable solutions /		9781781950142 (e-book)							https://www.elgaronline.com/view/1840641053.xml|https://doi.org/10.4337/9781781950142				eep9781781950142		fulltext		Edward Elgar Pub.,	Monograph		2001						P					
Economic and monetary union in Europe : theory, evidence, snd practice /		9781781009697 (e-book)							https://www.elgaronline.com/view/9781840640922.xml|https://doi.org/10.4337/9781781009697				eep9781781009697		fulltext		Edward Elgar Pub.,	Monograph		2003						P					
North American economic integration : theory and practice /		9781840647693 (e-book)							https://www.elgaronline.com/view/9781840641028.xml|https://doi.org/10.4337/9781840647693				eep9781840647693		fulltext		Edward Elgar Pub.,	Monograph		1999						P					
Environmental valuation in developed countries : case studies /		9781847201768 (e-book)							https://www.elgaronline.com/view/9781840641479.xml|https://doi.org/10.4337/9781847201768				eep9781847201768		fulltext		Edward Elgar Pub.,	Monograph		    						P					
The economic North-South divide : six decades of unequal development /		9781843761457 (e-book)							https://www.elgaronline.com/view/1840641525.xml|https://doi.org/10.4337/9781843761457			Raffer, Kunibert.	eep9781843761457		fulltext		Edward Elgar Pub.,	Monograph		2004		Pbk. ed.				P					
Handbook of sustainable development		9781847205223 (e-book)							https://www.elgaronline.com/view/9781843765776.xml|https://doi.org/10.4337/9781847205223				eep9781847205223		fulltext		Edward Elgar,	Monograph		2007						P					
Institutions, contracts and organizations : perspectives from new institutional economics /		9781781952764 (e-book)							https://www.elgaronline.com/view/9781840642254.xml|https://doi.org/10.4337/9781781952764				eep9781781952764		fulltext		Edward Elgar Pub.,	Monograph		2000						P					
Comparative environmental economic assessment		9781781008102 (e-book)							https://www.elgaronline.com/view/1840642602.xml|https://doi.org/10.4337/9781781008102				eep9781781008102		fulltext		E. Elgar Pub.,	Monograph		2002						P					
Nature and agriculture in the European union : new perspectives on policies that shape the European countryside /		9781781009802 (e-book)							https://www.elgaronline.com/view/1840642351.xml|https://doi.org/10.4337/9781781009802				eep9781781009802		fulltext		Edward Elgar Pub.,	Monograph		2002						P					
