publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	platform_url	platform	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publiation_title_id	access_type	preceding_title_journal_id	journal_id	journal_title_history	monograph_parent_collection_title	zdb
Tax compliance and tax morale : a theoretical and empirical analysis /		9781847207203 (e-book)							https://www.elgaronline.com/view/9781845427207.xml|https://doi.org/10.4337/9781847207203			Torgler, Benno,	eep9781847207203		fulltext		Edward Elgar,	Monograph		2007						P					
Advancing public goods		9781847201843 (e-book)							https://www.elgaronline.com/view/9781845427184.xml|https://doi.org/10.4337/9781847201843				eep9781847201843		fulltext		Edward Elgar,	Monograph		2006						P					
Why I, too, am not a conservative : the normative vision of classical liberalism /		9781845428211 (e-book)							https://www.elgaronline.com/view/9781845423148.xml|https://doi.org/10.4337/9781845428211			Buchanan, James M.	eep9781845428211		fulltext		Edward Elgar,	Monograph		2005						P					
Political competition, innovation and growth in the history of Asian civilizations		9781845423353 (e-book)							https://www.elgaronline.com/view/9781843769194.xml|https://doi.org/10.4337/9781845423353				eep9781845423353		fulltext		Edward Elgar,	Monograph		2004						P					
The economics of retailing and distribution		9781845423360 (e-book)							https://www.elgaronline.com/view/9781843769255.xml|https://doi.org/10.4337/9781845423360			Betancourt, Roger R.	eep9781845423360		fulltext		Edward Elgar,	Monograph		2004						P					
Achieving a sustainable global energy system : identifying possibilities using long-term energy scenarios /		9781845423582 (e-book)							https://www.elgaronline.com/view/1843769239.xml|https://doi.org/10.4337/9781845423582				eep9781845423582		fulltext		Edward Elgar Pub.,	Monograph		2004						P					
A new financial market structure for East Asia		9781845428143 (e-book)							https://www.elgaronline.com/view/9781843769439.xml|https://doi.org/10.4337/9781845428143				eep9781845428143		fulltext		Edward Elgar,	Monograph		2005						P					
Privatization and market development : global movements in public policy ideas /		9781847204288 (e-book)							https://www.elgaronline.com/view/1843769352.xml|https://doi.org/10.4337/9781847204288				eep9781847204288		fulltext		Edward Elgar,	Monograph		2006						P					
A handbook of alternative monetary economics		9781847202802 (e-book)							https://www.elgaronline.com/view/9781843769156.xml|https://doi.org/10.4337/9781847202802				eep9781847202802		fulltext		Edward Elgar,	Monograph		2006						P					
Innovation, agglomeration and regional competition		9781849802147 (e-book)							https://www.elgaronline.com/view/9781845425265.xml|https://doi.org/10.4337/9781849802147				eep9781849802147		fulltext		Edward Elgar,	Monograph		2009						P					
Human development in the era of globalization : essays in honor of Keith B. Griffin /		9781845429867 (e-book)							https://www.elgaronline.com/view/1845425936.xml|https://doi.org/10.4337/9781845429867				eep9781845429867		fulltext		Edward Elgar,	Monograph		2006						P					
Regional climate change and variability : impacts and responses /		9781781007501 (e-book)							https://www.elgaronline.com/view/9781845425999.xml|https://doi.org/10.4337/9781781007501				eep9781781007501		fulltext		Edward Elgar,	Monograph		2006						P					
Digital broadcasting : policy and practice in the Americas, Europe and Japan /		9781847201607 (e-book)							https://www.elgaronline.com/view/9781845423711.xml|https://doi.org/10.4337/9781847201607				eep9781847201607		fulltext		Edward Elgar,	Monograph		2006						P					
International handbook of development economics		9781848442818 (e-book)							https://www.elgaronline.com/view/9781845423278.xml|https://doi.org/10.4337/9781848442818				eep9781848442818		fulltext		Edward Elgar,	Monograph		2008						P					
Competition in the provision of local public goods : single function jurisdictions and individual choice /		9781847200112 (e-book)							https://www.elgaronline.com/view/1845423690.xml|https://doi.org/10.4337/9781847200112			Reifschneider, Alexandra Petermann,	eep9781847200112		fulltext		Edward Elgar,	Monograph		2006						P					
The consequences of information : institutional implications of technological change /		9781847204301 (e-book)							https://www.elgaronline.com/view/1845423283.xml|https://doi.org/10.4337/9781847204301			Kallinikos, Jannis.	eep9781847204301		fulltext		Edward Elgar,	Monograph		2006						P					
Regulating development : evidence from Africa and Latin America /		9781845429850 (e-book)							https://www.elgaronline.com/view/9781845424992.xml|https://doi.org/10.4337/9781845429850				eep9781845429850		fulltext		Edward Elgar,	Monograph		2006						P					
Climate change and the economics of the world's fisheries : examples of small pelagic stocks /		9781845428846 (e-book)							https://www.elgaronline.com/view/1845424476.xml|https://doi.org/10.4337/9781845428846				eep9781845428846		fulltext		Edward Elgar,	Monograph		2006						P					
Economics in the shadows of Darwin and Marx : essays on institutional and evolutionary themes /		9781781007563 (e-book)							https://www.elgaronline.com/view/9781845424978.xml|https://doi.org/10.4337/9781781007563			Hodgson, Geoffrey Martin,	eep9781781007563		fulltext		Edward Elgar,	Monograph		2006						P					
Econometric models of the euro-area central banks		9781845428037 (e-book)							https://www.elgaronline.com/view/9781845424862.xml|https://doi.org/10.4337/9781845428037				eep9781845428037		fulltext		Edward Elgar,	Monograph		2005						P					
The political economy of financial market regulation : the dynamics of inclusion and exclusion /		9781781007549 (e-book)							https://www.elgaronline.com/view/9781845425180.xml|https://doi.org/10.4337/9781781007549				eep9781781007549		fulltext		Edward Elgar,	Monograph		2006						P					
The new economy and beyond : past, present and future /		9781845428891 (e-book)							https://www.elgaronline.com/view/1845425448.xml|https://doi.org/10.4337/9781845428891				eep9781845428891		fulltext		Edward Elgar,	Monograph		2006	v. 5					P					
Spatial dynamics, networks and modelling		9781781007471 (e-book)							https://www.elgaronline.com/view/9781845424503.xml|https://doi.org/10.4337/9781781007471				eep9781781007471		fulltext		Edward Elgar,	Monograph		2006						P					
Money, financial instability and stabilization policy		9781847201898 (e-book)							https://www.elgaronline.com/view/9781845424749.xml|https://doi.org/10.4337/9781847201898				eep9781847201898		fulltext		Edward Elgar,	Monograph		2006						P					
Integrated assessment and management of public resources		9781845428822 (e-book)							https://www.elgaronline.com/view/1845424727.xml|https://doi.org/10.4337/9781845428822				eep9781845428822		fulltext		Edward Elgar,	Monograph		2006						P					
Innovation, unemployment, and policy in the theories of growth and distribution		9781845428167 (e-book)							https://www.elgaronline.com/view/9781845423216.xml|https://doi.org/10.4337/9781845428167				eep9781845428167		fulltext		Edward Elgar,	Monograph		2005						P					
The Elgar companion to transaction cost economics		9781849806909 (e-book)							https://www.elgaronline.com/view/9781845427665.xml|https://doi.org/10.4337/9781849806909				eep9781849806909		fulltext		Edward Elgar Pub.,	Monograph		2010						P					
The impact of climate change on regional systems : a comprehensive analysis of California /		9781847203120 (e-book)							https://www.elgaronline.com/view/1845427475.xml|https://doi.org/10.4337/9781847203120				eep9781847203120		fulltext		Edward Elgar,	Monograph		2006						P					
Cluster policies in Europe : firms, institutions, and governance /		9781781007716 (e-book)							https://www.elgaronline.com/view/9781845427580.xml|https://doi.org/10.4337/9781781007716			"Borrás, Susana."	eep9781781007716		fulltext		Edward Elgar,	Monograph		2008						P					
Sustainable development in western China : managing people, livestock and grasslands in pastoral areas /		9781781007686 (e-book)							https://www.elgaronline.com/view/9781845427443.xml|https://doi.org/10.4337/9781781007686			Brown, Colin G.	eep9781781007686		fulltext		Edward Elgar,	Monograph		2008						P					
Sustainable management of water resources : an integrated approach /		9780857937117 (e-book)							https://www.elgaronline.com/view/9781845427450.xml|https://doi.org/10.4337/9780857937117				eep9780857937117		fulltext		Edward Elgar,	Monograph		2006						P					
Refining regulatory regimes : utilities in Europe /		9781845428006 (e-book)							https://www.elgaronline.com/view/9781845423872.xml|https://doi.org/10.4337/9781845428006				eep9781845428006		fulltext		Edward Elgar,	Monograph		2005						P					
Vanishing growth in Latin America : the late twentieth century experience /		9781845428228 (e-book)							https://www.elgaronline.com/view/184542431X.xml|https://doi.org/10.4337/9781845428228				eep9781845428228		fulltext		Edward Elgar,	Monograph		2006						P					
Building knowledge regions in North America : emerging technology innovation poles /		9781845428013 (e-book)							https://www.elgaronline.com/view/9781845424305.xml|https://doi.org/10.4337/9781845428013			"Corona Treviño, Leonel."	eep9781845428013		fulltext		Edward Elgar,	Monograph		2006						P					
Competition policy and merger analysis in deregulated and newly competitive industries		9781848443822 (e-book)							https://www.elgaronline.com/view/9781845423131.xml|https://doi.org/10.4337/9781848443822				eep9781848443822		fulltext		Edward Elgar,	Monograph		2008						P					
The distributional effects of environmental policy		9781781951132 (e-book)							https://www.elgaronline.com/view/1845423151.xml|https://doi.org/10.4337/9781781951132				eep9781781951132		fulltext		Edward Elgar Pub./OECD,	Monograph		2006						P					
Understanding the dynamics of a knowledge economy		9781845429898 (e-book)							https://www.elgaronline.com/view/1845423070.xml|https://doi.org/10.4337/9781845429898				eep9781845429898		fulltext		Edward Elgar,	Monograph		2006						P					
The evolution of markets for water : theory and practice in Australia /		9781845426682 (e-book)							https://www.elgaronline.com/view/9781845424008.xml|https://doi.org/10.4337/9781845426682				eep9781845426682		fulltext		Edward Elgar,	Monograph		2005						P					
Water management in arid and semi-arid regions : interdisciplinary perspectives /		9781845429973 (e-book)							https://www.elgaronline.com/view/9781845424237.xml|https://doi.org/10.4337/9781845429973				eep9781845429973		fulltext		Edward Elgar,	Monograph		2006						P					
Economics, evolution and the state : the governance of complexity /		9781845428020 (e-book)							https://www.elgaronline.com/view/9781845424381.xml|https://doi.org/10.4337/9781845428020				eep9781845428020		fulltext		Edward Elgar,	Monograph		2005						P					
Empirical methods in international trade : essays in honor of Mordechai Kreinin /		9781845423537 (e-book)							https://www.elgaronline.com/view/9781843768388.xml|https://doi.org/10.4337/9781845423537				eep9781845423537		fulltext		Edward Elgar,	Monograph		2004						P					
Information revolutions in the history of the West		9781848442801 (e-book)							https://www.elgaronline.com/view/9781847207906.xml|https://doi.org/10.4337/9781848442801			Dudley, Leonard,	eep9781848442801		fulltext		Edward Elgar,	Monograph		2008						P					
Corporate governance, organization and the firm : co-operation and outsourcing in the global economy /		9781848446120 (e-book)							https://www.elgaronline.com/view/9781847208200.xml|https://doi.org/10.4337/9781848446120				eep9781848446120		fulltext		Edward Elgar,	Monograph		2009						P					
Trade liberalisation and the poverty of nations		9781848444010 (e-book)							https://www.elgaronline.com/view/9781847208224.xml|https://doi.org/10.4337/9781848444010			Thirlwall, A. P.	eep9781848444010		fulltext		Edward Elgar,	Monograph		2008						P					
The economics of corporate governance and mergers		9781848443921 (e-book)							https://www.elgaronline.com/view/9781847207159.xml|https://doi.org/10.4337/9781848443921				eep9781848443921		fulltext		Edward Elgar,	Monograph		2008						P					
Governing universities globally : organizations, regulation and rankings /		9781848449244 (e-book)							https://www.elgaronline.com/view/9781847207395.xml|https://doi.org/10.4337/9781848449244			King, Roger,	eep9781848449244		fulltext		Edward Elgar,	Monograph		2009						P					
Political failure by agreement : learning liberalism and the welfare state /		9781848441569 (e-book)							https://www.elgaronline.com/view/9781847207340.xml|https://doi.org/10.4337/9781848441569			Wegner, Gerhard.	eep9781848441569		fulltext		Edward Elgar,	Monograph		2008						P					
Markets for carbon and power pricing in Europe : theoretical issues and empirical analyses /		9781848445031 (e-book)							https://www.elgaronline.com/view/9781847208095.xml|https://doi.org/10.4337/9781848445031				eep9781848445031		fulltext		Edward Elgar Pub.,	Monograph		2008						P					
Explaining civil war : a rational choice approach /		9781849802260 (e-book)							https://www.elgaronline.com/view/9781847208088.xml|https://doi.org/10.4337/9781849802260			Murshed, Syed Mansoob.	eep9781849802260		fulltext		Edward Elgar,	Monograph		2010						P					
Marshall and Schumpeter on evolution : economic sociology of capitalist development /		9781848446168 (e-book)							https://www.elgaronline.com/view/9781847208132.xml|https://doi.org/10.4337/9781848446168				eep9781848446168		fulltext		Edward Elgar,	Monograph		2009						P					
Innovation, economic growth and the firm : theory and evidence of industrial dynamics /		9781781000632 (e-book)							https://www.elgaronline.com/view/9781847208323.xml|https://doi.org/10.4337/9781781000632				eep9781781000632		fulltext		Edward Elgar,	Monograph		2010						P					
Game theory and public policy		9781849802208 (e-book)							https://www.elgaronline.com/view/9781847208279.xml|https://doi.org/10.4337/9781849802208			McCain, Roger A.	eep9781849802208		fulltext		Edward Elgar,	Monograph		2009						P					
Innovation in low-tech firms and industries		9781848445055 (e-book)							https://www.elgaronline.com/view/9781847208231.xml|https://doi.org/10.4337/9781848445055				eep9781848445055		fulltext		Edward Elgar,	Monograph		2008						P					
Poverty targeting in Asia		9781845424701 (e-book)							https://www.elgaronline.com/view/9781845421236.xml|https://doi.org/10.4337/9781845424701				eep9781845424701		fulltext		Edward Elgar,	Monograph		2005						P					
International monetary policy after the euro		9781845425661 (e-book)							https://www.elgaronline.com/view/9781845421212.xml|https://doi.org/10.4337/9781845425661				eep9781845425661		fulltext		Edward Elgar,	Monograph		2005						P					
International perspectives on household wealth		9781847203175 (e-book)							https://www.elgaronline.com/view/1845421167.xml|https://doi.org/10.4337/9781847203175				eep9781847203175		fulltext		Edward Elgar,	Monograph		2006						P					
Understanding economic development : a global transition from poverty to prosperity? /		9781849802406 (e-book)							https://www.elgaronline.com/view/9781847207814.xml|https://doi.org/10.4337/9781849802406			White, Colin	eep9781849802406		fulltext		Edward Elgar,	Monograph		2009						P					
Changing stocks, flows, and behaviors in industrial ecosystems		9781848445130 (e-book)							https://www.elgaronline.com/view/9781847207401.xml|https://doi.org/10.4337/9781848445130				eep9781848445130		fulltext		Edward Elgar,	Monograph		2008						P					
China, Japan and regional leadership in East Asia		9781848442795 (e-book)							https://www.elgaronline.com/view/9781847207494.xml|https://doi.org/10.4337/9781848442795				eep9781848442795		fulltext		Edward Elgar,	Monograph		2008						P					
The dynamics of regions and networks in industrial ecosystems		9781848449374 (e-book)							https://www.elgaronline.com/view/9781847207425.xml|https://doi.org/10.4337/9781848449374				eep9781848449374		fulltext		Edward Elgar,	Monograph		2009						P					
Taxing the working poor : the political origins and economic consequences of taxing low wages /		9781848447370 (e-book)							https://www.elgaronline.com/view/9781847207784.xml|https://doi.org/10.4337/9781848447370			Kemmerling, Achim.	eep9781848447370		fulltext		Edward Elgar,	Monograph		2009						P					
Markets versus hierarchies : a political economy of Russia from the 10th century to 2008 /		9781848447257 (e-book)							https://www.elgaronline.com/view/9781847208118.xml|https://doi.org/10.4337/9781848447257			Brancato, Ekaterina.	eep9781848447257		fulltext		Edward Elgar,	Monograph		2009						P					
Macroeconomic institutions and development		9781849807043 (e-book)							https://www.elgaronline.com/view/9781847206398.xml|https://doi.org/10.4337/9781849807043			Neyapti, Bilin.	eep9781849807043		fulltext		Edward Elgar,	Monograph		2010						P					
The neoliberal revolution in eastern Europe : economic ideas in the transition from communism /		9781848445949 (e-book)							https://www.elgaronline.com/view/9781847206374.xml|https://doi.org/10.4337/9781848445949			"Aligică, Paul Dragoş."	eep9781848445949		fulltext		Edward Elgar,	Monograph		2009						P					
The economics of small island tourism : international demand and country risk analysis /		9780857937131 (e-book)							https://www.elgaronline.com/view/9781847206497.xml|https://doi.org/10.4337/9780857937131			Shareef, Riaz.	eep9780857937131		fulltext		Edward Elgar,	Monograph		2008						P					
Climate change and agriculture : an economic analysis of global impacts, adaptation and distributional effects /		9781849802239 (e-book)							https://www.elgaronline.com/view/9781847206701.xml|https://doi.org/10.4337/9781849802239			Mendelsohn, Robert O.,	eep9781849802239		fulltext		Edward Elgar,	Monograph		2009						P					
Institutional competition		9781848441231 (e-book)							https://www.elgaronline.com/view/9781847206695.xml|https://doi.org/10.4337/9781848441231				eep9781848441231		fulltext		Edward Elgar,	Monograph		2008						P					
Frontiers in pension finance		9781847209924 (e-book)							https://www.elgaronline.com/view/9781847206602.xml|https://doi.org/10.4337/9781847209924				eep9781847209924		fulltext		Edward Elgar,	Monograph		2008						P					
Platforms of innovation : dynamics of new industrial knowledge flows /		9781849806572 (e-book)							https://www.elgaronline.com/view/9781848440296.xml|https://doi.org/10.4337/9781849806572				eep9781849806572		fulltext		Edward Elgar,	Monograph		2010						P					
The political economy of financing Scottish government : considering a new constitutional settlement for Scotland /		9781848449183 (e-book)							https://www.elgaronline.com/view/9781848440425.xml|https://doi.org/10.4337/9781848449183			Hallwood, Paul.	eep9781848449183		fulltext		Edward Elgar,	Monograph		2009						P					
Financial innovation in retail and corporate banking		9781848447189 (e-book)							https://www.elgaronline.com/view/9781848440401.xml|https://doi.org/10.4337/9781848447189				eep9781848447189		fulltext		Edward Elgar,	Monograph		2009						P					
Global finance and social Europe		9781848449176 (e-book)							https://www.elgaronline.com/view/9781847206435.xml|https://doi.org/10.4337/9781848449176				eep9781848449176		fulltext		Edward Elgar,	Monograph		2009						P					
Global exchange and poverty : trade, investment and migration /		9781781000601 (e-book)							https://www.elgaronline.com/view/9781847208330.xml|https://doi.org/10.4337/9781781000601				eep9781781000601		fulltext		Edward Elgar,	Monograph		2010						P					
Currency and competitiveness in Europe		9781848445093 (e-book)							https://www.elgaronline.com/view/9781848440357.xml|https://doi.org/10.4337/9781848445093				eep9781848445093		fulltext		Edward Elgar,	Monograph		2008						P					
Strategic behaviour in network industries : a multidisciplinary approach /		9781848449459 (e-book)							https://www.elgaronline.com/view/9781847206107.xml|https://doi.org/10.4337/9781848449459				eep9781848449459		fulltext		Edward Elgar,	Monograph		2009						P					
Secured transactions reform and access to credit		9781848444928 (e-book)							https://www.elgaronline.com/view/9781847205988.xml|https://doi.org/10.4337/9781848444928				eep9781848444928		fulltext		Edward Elgar,	Monograph		2008						P					
Environmental protection in China : land-use management /		9781781007631 (e-book)							https://www.elgaronline.com/view/9781847205896.xml|https://doi.org/10.4337/9781781007631				eep9781781007631		fulltext		Edward Elgar,	Monograph		2008						P					
Handbook of innovation systems and developing countries : building domestic capabilities in a global setting /		9781849803427 (e-book)							https://www.elgaronline.com/view/9781847206091.xml|https://doi.org/10.4337/9781849803427				eep9781849803427		fulltext		Edward Elgar,	Monograph		2009						P					
How markets work : supply, demand and the 'real world' /		9781848443976 (e-book)							https://www.elgaronline.com/view/9781847206138.xml|https://doi.org/10.4337/9781848443976			Prasch, Robert E.,	eep9781848443976		fulltext		Edward Elgar,	Monograph		2008						P					
The militarization of the Persian Gulf : an economic analysis /		9781849801867 (e-book)							https://www.elgaronline.com/view/9781847206114.xml|https://doi.org/10.4337/9781849801867			Askari, Hossein.	eep9781849801867		fulltext		Edward Elgar,	Monograph		2009						P					
Corruption and its manifestation in the Persian Gulf		9781849806404 (e-book)							https://www.elgaronline.com/view/9781847206121.xml|https://doi.org/10.4337/9781849806404			Askari, Hossein.	eep9781849806404		fulltext		Edward Elgar,	Monograph		2010						P					
Post Keynesian and ecological economics : confronting environmental issues /		9781849802086 (e-book)							https://www.elgaronline.com/view/9781847206688.xml|https://doi.org/10.4337/9781849802086				eep9781849802086		fulltext		Edward Elgar,	Monograph		2009						P					
Recent advances in neo-Schumpeterian economics : essays in honour of Horst Hanusch /		9781848449336 (e-book)							https://www.elgaronline.com/view/9781847206633.xml|https://doi.org/10.4337/9781848449336				eep9781848449336		fulltext		Edward Elgar,	Monograph		2009						P					
Keynes and macroeconomics after 70 years : critical assessments of The general theory /		9781848446205 (e-book)							https://www.elgaronline.com/view/9781847205810.xml|https://doi.org/10.4337/9781848446205				eep9781848446205		fulltext		Edward Elgar,	Monograph		2008						P					
Financialization and the US economy		9781848440166 (e-book)							https://www.elgaronline.com/view/9781847205940.xml|https://doi.org/10.4337/9781848440166			"Orhangazi, Özgür,"	eep9781848440166		fulltext		Edward Elgar,	Monograph		2008						P					
The genesis of innovation : systemic linkages between knowledge and the market /		9781848442856 (e-book)							https://www.elgaronline.com/view/9781847205933.xml|https://doi.org/10.4337/9781848442856				eep9781848442856		fulltext		Edward Elgar,	Monograph		2008						P					
Corporate governance adrift : a critique of shareholder value /		9781845425470 (e-book)							https://www.elgaronline.com/view/9781845421373.xml|https://doi.org/10.4337/9781845425470			Aglietta, Michel.	eep9781845425470		fulltext		Edward Elgar,	Monograph		2005						P					
The economics of deforestation in the Amazon : dispelling the myths /		9781845425517 (e-book)							https://www.elgaronline.com/view/9781843768791.xml|https://doi.org/10.4337/9781845425517			"Campari, João S."	eep9781845425517		fulltext		Edward Elgar,	Monograph		2005						P					
Handbook on international corporate governance : country analyses /		9781847201744 (e-book)							https://www.elgaronline.com/view/9781845420345.xml|https://doi.org/10.4337/9781847201744				eep9781847201744		fulltext		Edward Elgar,	Monograph		2006						P					
Aid, institutions and development : new approaches to growth, governance and poverty /		9781845425524 (e-book)							https://www.elgaronline.com/view/9781845421908.xml|https://doi.org/10.4337/9781845425524			Chakravarti, Ashok.	eep9781845425524		fulltext		Edward Elgar,	Monograph		2005						P					
Growth and economic development : essays in honour of A.P. Thirlwall /		9781847204080 (e-book)							https://www.elgaronline.com/view/9781843768784.xml|https://doi.org/10.4337/9781847204080				eep9781847204080		fulltext		Edward Elgar,	Monograph		2006						P					
International handbook on industrial policy		9781847201546 (e-book)							https://www.elgaronline.com/view/9781843768364.xml|https://doi.org/10.4337/9781847201546				eep9781847201546		fulltext		Edward Elgar,	Monograph		2006						P					
The political economy of destructive power		9781845421724 (e-book)							https://www.elgaronline.com/view/9781843768982.xml|https://doi.org/10.4337/9781845421724			Vahabi, Mehrdad,	eep9781845421724		fulltext		Edward Elgar,	Monograph		2004						P					
Information communication technology and economic development : learning from the Indian experience /		9781845428259 (e-book)							https://www.elgaronline.com/view/9781845421755.xml|https://doi.org/10.4337/9781845428259				eep9781845428259		fulltext		Edward Elgar,	Monograph		2005						P					
Managing international financial instability : national tamers versus global tigers /		9781848441521 (e-book)							https://www.elgaronline.com/view/9781845421427.xml|https://doi.org/10.4337/9781848441521			Saccomanni, Fabrizio.	eep9781848441521		fulltext		Edward Elgar,	Monograph		2008						P					
Explorations in environmental and natural resource economics : essays in honor of Gardner M. Brown, Jr. /		9781847202963 (e-book)							https://www.elgaronline.com/view/1845421841.xml|https://doi.org/10.4337/9781847202963				eep9781847202963		fulltext		Edward Elgar Pub.,	Monograph		2006						P					
Political crises, social conflict and economic development : the political economy of the Andean Region /		9781845425715 (e-book)							https://www.elgaronline.com/view/9781845421960.xml|https://doi.org/10.4337/9781845425715				eep9781845425715		fulltext		Edward Elgar Pub.,	Monograph		2005						P					
The economy of China		9781849805650 (e-book)							https://www.elgaronline.com/view/9781845421946.xml|https://doi.org/10.4337/9781849805650			Yueh, Linda Y.	eep9781849805650		fulltext		Edward Elgar,	Monograph		2010						P					
Neo-liberal economic policy : critical essays /		9781845423322 (e-book)							https://www.elgaronline.com/view/1843767945.xml|https://doi.org/10.4337/9781845423322				eep9781845423322		fulltext		E. Elgar,	Monograph		2004						P					
Regionalism in global trade		9781845421458 (e-book)							https://www.elgaronline.com/view/9781843768173.xml|https://doi.org/10.4337/9781845421458			Das, Dilip K.,	eep9781845421458		fulltext		Edward Elgar,	Monograph		2004						P					
The future of the international monetary system		9781845424695 (e-book)							https://www.elgaronline.com/view/9781843768050.xml|https://doi.org/10.4337/9781845424695				eep9781845424695		fulltext		Edward Elgar,	Monograph		2005						P					
The institutional economics of water : a cross-country analysis of institutions and performance /		9781845421496 (e-book)							https://www.elgaronline.com/view/9781843767770.xml|https://doi.org/10.4337/9781845421496			Saleth, R. Maria,	eep9781845421496		fulltext		Edward Elgar,	Monograph		2004						P					
Regional economies as knowledge laboratories		9781845423391 (e-book)							https://www.elgaronline.com/view/1843768216.xml|https://doi.org/10.4337/9781845423391				eep9781845423391		fulltext		Edward Elgar,	Monograph		2004						P					
The rise of the market : critical essays on the political economy of neo-liberalism /		9781845423315 (e-book)							https://www.elgaronline.com/view/1843767252.xml|https://doi.org/10.4337/9781845423315				eep9781845423315		fulltext		Edward Elgar,	Monograph		2004						P					
Competitiveness in research and development : comparisons and performance /		9781845428273 (e-book)							https://www.elgaronline.com/view/9781843769217.xml|https://doi.org/10.4337/9781845428273			"Török, Ádám."	eep9781845428273		fulltext		Edward Elgar,	Monograph		2005						P					
Monetary integration and dollarization : no panacea /		9781847200259 (e-book)							https://www.elgaronline.com/view/1843768968.xml|https://doi.org/10.4337/9781847200259				eep9781847200259		fulltext		Edward Elgar,	Monograph		2005						P					
Public expenditure control in Europe : coordinating audit functions in the European Union /		9781845425609 (e-book)							https://www.elgaronline.com/view/9781843768371.xml|https://doi.org/10.4337/9781845425609				eep9781845425609		fulltext		Edward Elgar,	Monograph		2005						P					
Applied evolutionary economics and the knowledge-based economy		9781845428990 (e-book)							https://www.elgaronline.com/view/1843769034.xml|https://doi.org/10.4337/9781845428990				eep9781845428990		fulltext		Edward Elgar,	Monograph		2006						P					
Recruitment, retention, and retirement in higher education : building and managing the faculty of the future /		9781845425548 (e-book)							https://www.elgaronline.com/view/184542185X.xml|https://doi.org/10.4337/9781845425548				eep9781845425548		fulltext		Edward Elgar Pub.,	Monograph		2005						P					
Handbook of Islamic banking		9781847205414 (e-book)							https://www.elgaronline.com/view/9781845420833.xml|https://doi.org/10.4337/9781847205414				eep9781847205414		fulltext		Edward Elgar Pub.,	Monograph		2007						P					
Economists in the Americas		9781849803465 (e-book)							https://www.elgaronline.com/view/9781845420437.xml|https://doi.org/10.4337/9781849803465				eep9781849803465		fulltext		Edward Elgar,	Monograph		2009						P					
International corporate governance : a case study approach /		9781845429997 (e-book)							https://www.elgaronline.com/view/9781845420352.xml|https://doi.org/10.4337/9781845429997				eep9781845429997		fulltext		Edward Elgar Pub.,	Monograph		2006						P					
Handbook of research on complexity		9781781952665 (e-book)							https://www.elgaronline.com/view/9781845420895.xml|https://doi.org/10.4337/9781781952665				eep9781781952665		fulltext		Edward Elgar,	Monograph		2009						P					
Sustainable development indicators in ecological economics		9781845428952 (e-book)							https://www.elgaronline.com/view/1845420993.xml|https://doi.org/10.4337/9781845428952				eep9781845428952		fulltext		Edward Elgar,	Monograph		2006						P					
Forerunners of modern financial economics : a random walk in the history of economic thought /		9781781951170 (e-book)							https://www.elgaronline.com/view/1845421019.xml|https://doi.org/10.4337/9781781951170			Stabile, Donald.	eep9781781951170		fulltext		Edward Elgar,	Monograph		2005						P					
Entrepreneurship, money and coordination : Hayek's theory of cultural evolution /		9781845427955 (e-book)							https://www.elgaronline.com/view/1845421302.xml|https://doi.org/10.4337/9781845427955				eep9781845427955		fulltext		Edward Elgar,	Monograph		2005						P					
Labour supply and incentives to work in Europe		9781845425623 (e-book)							https://www.elgaronline.com/view/9781845421298.xml|https://doi.org/10.4337/9781845425623				eep9781845425623		fulltext		Edward Elgar,	Monograph		2005						P					
Complexity and co-evolution : continuity and change in socio-economic systems /		9781847202925 (e-book)							https://www.elgaronline.com/view/184542140X.xml|https://doi.org/10.4337/9781847202925				eep9781847202925		fulltext		Edward Elgar Pub.,	Monograph		2006						P					
Democracy and exchange : Schumpeter, Galbraith, T.H. Marshall, Titmuss and Adam Smith /		9781845426828 (e-book)							https://www.elgaronline.com/view/9781845420420.xml|https://doi.org/10.4337/9781845426828			Reisman, David A.	eep9781845426828		fulltext		Edward Elgar,	Monograph		2005						P					
The myth of Japanese efficiency : the world car industry in a globalizing age /		9781781952986 (e-book)							https://www.elgaronline.com/view/9781845420413.xml|https://doi.org/10.4337/9781781952986			Coffey, Dan,	eep9781781952986		fulltext		Edward Elgar,	Monograph		2006						P					
On the reappraisal of microeconomics : economic growth and change in a material world /		9781845427948 (e-book)							https://www.elgaronline.com/view/1845422724.xml|https://doi.org/10.4337/9781845427948			Ayres, Robert U.	eep9781845427948		fulltext		Edward Elgar,	Monograph		2005						P					
The economic impacts of terrorist attacks		9781845428150 (e-book)							https://www.elgaronline.com/view/9781845423018.xml|https://doi.org/10.4337/9781845428150				eep9781845428150		fulltext		Edward Elgar,	Monograph		2005						P					
The Elgar companion to social economics		9781848442771 (e-book)							https://www.elgaronline.com/view/9781845422806.xml|https://doi.org/10.4337/9781848442771				eep9781848442771		fulltext		Edward Elgar,	Monograph		2008						P					
Trade and environment : theory and policy in the context of EU enlargement and transition economic /		9781845426804 (e-book)							https://www.elgaronline.com/view/1845421647.xml|https://doi.org/10.4337/9781845426804				eep9781845426804		fulltext		Edward Elgar,	Monograph		2005						P					
