identifier.ppn	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	platform_url	platform	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publiation_title_id	access_type	preceding_title_journal_id	journal_id	journal_title_history	monograph_parent_collection_title	zdb
058487255	Market failure		978-1-78643-229-2							https://www.elgaronline.com/view/Research_Reviews/9781786432285/9781786432285.xml|https://doi.org/10.4337/9781786432292						fulltext		Edward Elgar Publishing Limited	Monograph		2019	370		Martin			P					
058487247	Choice and economic welfare		978-1-78643-233-9							https://www.elgaronline.com/view/Research_Reviews/9781786432322/9781786432322.xml|https://doi.org/10.4337/9781786432339						fulltext		Edward Elgar Pub	Monograph		2019	358		J. Vanberg, Viktor J.			P					
058487239	Geofinance between political and financial geographies : a focus on the semi-periphery of the global financial system		978-1-78990-385-0							https://www.elgaronline.com/view/edcoll/9781789903843/9781789903843.xml|https://doi.org/10.4337/9781789903850						fulltext		Edward Elgar Publishing	Monograph		2019			Grandi			P					
058487220	The economics of war : profiteering, militarism and imperialsim		978-1-78897-852-1							https://www.elgaronline.com/view/9781788978514.xml|https://doi.org/10.4337/9781788978521			Moosa			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487212	The alternative Austrian economics : a brief history		978-1-78897-151-5							https://www.elgaronline.com/view/9781788971508/9781788971508.xml|https://doi.org/10.4337/9781788971515			King			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487204	A research agenda for media economics		978-1-78811-906-1							https://www.elgaronline.com/view/edcoll/9781788119054/9781788119054.xml|https://doi.org/10.4337/9781788119061						fulltext		Edward Elgar Publishing	Monograph		2019			Albarran			P					
058487190	Islamic finance : principles and practice		978-1-78643-350-3							https://www.elgaronline.com/view/9781786433497.xml|https://doi.org/10.4337/9781786433503			Visser			fulltext		Edward Elgar Publishing	Monograph		2019		Third edition				P					
058487182	Handbook of universities and regional development		978-1-78471-571-7							https://www.elgaronline.com/view/edcoll/9781784715700/9781784715700.xml|https://doi.org/10.4337/9781784715717						fulltext		Edward Elgar Publishing	Monograph		2019			Varga			P					
058487174	Is socialism feasible? : towards an alternative future		978-1-78990-162-7							https://www.elgaronline.com/view/9781789901610/9781789901610.xml|https://doi.org/10.4337/9781789901627			Hodgson			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487166	Is there a future for heterodox economics? : institutions, ideology and a scientific community		978-1-78990-159-7							https://www.elgaronline.com/view/9781789901580/9781789901580.xml|https://doi.org/10.4337/9781789901597			Hodgson			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487158	The political economy of central banking : contested control and the power of finance, selected essays of Gerald Epstein		978-1-78897-841-5							https://www.elgaronline.com/view/9781788978408.xml|https://doi.org/10.4337/9781788978415			Epstein			fulltext		Edward Elgar Publishing	Monograph		2019						P					
05848714X	Understanding the blockchain economy : an introduction to institutional cryptoeconomics		978-1-78897-500-1							https://www.elgaronline.com/view/9781788974998/9781788974998.xml|https://doi.org/10.4337/9781788975001			Berg			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487131	Skilled labor mobility and migration : challenges and opportunities for the ASEAN economic community		978-1-78811-617-6							https://www.elgaronline.com/view/edcoll/9781788116169/9781788116169.xml|https://doi.org/10.4337/9781788116176						fulltext		Edward Elgar Publishing	Monograph		2019			Gentile			P					
058487123	Teaching college economics		978-1-78811-219-2							https://www.elgaronline.com/view/Research_Reviews/9781788112185/9781788112185.xml|https://doi.org/10.4337/9781788112192						fulltext		Edward Elgar Pub	Monograph		2019	359		Grimes			P					
058487115	Towards convergence in Europe : institutions, labour and industrial relations		978-1-78897-807-1							https://www.elgaronline.com/view/edcoll/9781788978064/9781788978064.xml|https://doi.org/10.4337/9781788978071						fulltext		Edward Elgar Pub	Monograph		2019			Vaughan-Whitehead			P					
058487107	Deglobalization 2.0 : trade and openness during the Great Depression and the Great Recession		978-1-78897-346-5							https://www.elgaronline.com/view/9781788973458.xml|https://doi.org/10.4337/9781788973465			Bergeijk			fulltext		Edward Elgar Pub	Monograph		2019			Bergeijk			P					
058487093	The handbook of globalisation		978-1-78811-860-6							https://www.elgaronline.com/view/edcoll/9781788118590/9781788118590.xml|https://doi.org/10.4337/9781788118606						fulltext		Edward Elgar Pub	Monograph		2019		Third edition	Michie			P					
058487085	A research agenda for economic psychology		978-1-78811-606-0							https://www.elgaronline.com/view/edcoll/9781788116053/9781788116053.xml|https://doi.org/10.4337/9781788116060						fulltext		Edward Elgar Pub	Monograph		2019			Gangl			P					
058487077	Handbook of research methods on the quality of working lives		978-1-78811-877-4							https://www.elgaronline.com/view/edcoll/9781788118767/9781788118767.xml|https://doi.org/10.4337/9781788118774						fulltext		Edward Elgar Publishing	Monograph		2019			Wheatley			P					
058487069	Elgar introduction to theories of human resources and employment relations		978-1-78643-901-7							https://www.elgaronline.com/view/edcoll/9781786439000/9781786439000.xml|https://doi.org/10.4337/9781786439017						fulltext		Edward Elgar Publishing	Monograph		2019			Townsend			P					
058487050	Handbook of research on techno-entrepreneurship : ecosystems, innovation and development		978-1-78643-907-9							https://www.elgaronline.com/view/edcoll/9781786439062/9781786439062.xml|https://doi.org/10.4337/9781786439079						fulltext		Edward Elgar Publishing	Monograph		2019		Third edition	Thérin			P					
058487042	Handbook of the sharing economy		978-1-78811-054-9							https://www.elgaronline.com/view/edcoll/9781788110532/9781788110532.xml|https://doi.org/10.4337/9781788110549						fulltext		Edward Elgar Publishing	Monograph		2019			Belk			P					
058487034	Rigour and relevance in entrepreneurship research, resources and outcomes : frontiers in European entrepreneurship research		978-1-78990-398-0							https://www.elgaronline.com/view/edcoll/9781789903973/9781789903973.xml|https://doi.org/10.4337/9781789903980						fulltext		Edward Elgar Publishing	Monograph		2019			Laveren			P					
058487026	Learning and teaching in higher education : perspectives from a business school		978-1-78897-508-7							https://www.elgaronline.com/view/edcoll/9781788975070/9781788975070.xml|https://doi.org/10.4337/9781788975087						fulltext		Edward Elgar Publishing	Monograph		2019			Daniels			P					
058487018	Family firms and institutional contexts : business models, innovation and competitive advantage		978-1-78897-018-1							https://www.elgaronline.com/view/edcoll/9781788970174/9781788970174.xml|https://doi.org/10.4337/9781788970181						fulltext		Edward Elgar Publishing	Monograph		2019			D'Allura, Giorgia Maria			P					
05848700X	Increasing occupational health and safety in workplaces : individual, work and organizational factors		978-1-78811-809-5							https://www.elgaronline.com/view/edcoll/9781788118088/9781788118088.xml|https://doi.org/10.4337/9781788118095						fulltext		Edward Elgar Publishing	Monograph		2019			Burke			P					
058486992	A research agenda for event management		978-1-78811-436-3							https://www.elgaronline.com/view/edcoll/9781788114356/9781788114356.xml|https://doi.org/10.4337/9781788114363						fulltext		Edward Elgar Publishing	Monograph		2019			Armbrecht			P					
058486984	Handbook of the politics of labour, work and employment		978-1-78471-569-4							https://www.elgaronline.com/view/edcoll/9781784715687/9781784715687.xml|https://doi.org/10.4337/9781784715694						fulltext		Edward Elgar Publishing	Monograph		2019			Gall			P					
058486976	Organizational project management : theory and implementation		978-1-78811-097-6							https://www.elgaronline.com/view/9781788110969/9781788110969.xml|https://doi.org/10.4337/9781788110976			Müller			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058486968	Social trust and economic development : the case of South Korea		978-1-78471-960-9							https://www.elgaronline.com/view/9781784719593/9781784719593.xml|https://doi.org/10.4337/9781784719609			Kwon			fulltext		Edward Elgar Publishing	Monograph		2019						P					
05848695X	International comparative employee relations : the role of culture and language		978-1-78897-322-9							https://www.elgaronline.com/view/edcoll/9781788973212/9781788973212.xml|https://doi.org/10.4337/9781788973229						fulltext		Edward Elgar Publishing	Monograph		2019			Koch			P					
058486941	Handbook of research on customer engagement		978-1-78811-489-9							https://www.elgaronline.com/view/edcoll/9781788114882/9781788114882.xml|https://doi.org/10.4337/9781788114899						fulltext		Edward Elgar Publishing	Monograph		2019			Hollebeek			P					
058486933	Socially responsible international business : critical issues and the way forward		978-1-78811-412-7							https://www.elgaronline.com/view/edcoll/9781788114110/9781788114110.xml|https://doi.org/10.4337/9781788114127						fulltext		Edward Elgar Publishing	Monograph		2019			Leonidou			P					
058486925	How to get published in the best marketing journals		978-1-78811-370-0							https://www.elgaronline.com/view/edcoll/9781788113694/9781788113694.xml|https://doi.org/10.4337/9781788113700						fulltext		Edward Elgar Publishing	Monograph		2019			Stewart			P					
058486917	Big data : promise, application and pitfalls		978-1-78811-235-2							https://www.elgaronline.com/view/edcoll/9781788112345/9781788112345.xml|https://doi.org/10.4337/9781788112352						fulltext		Edward Elgar Publishing	Monograph		2019			Pedersen			P					
058486909	Human resource management and evolutionary psychology : exploring the biological foundations of managing people at work		978-1-78897-791-3							https://www.elgaronline.com/view/9781788977906.xml|https://doi.org/10.4337/9781788977913			Timming			fulltext		Edward Elgar Pub	Monograph		2019						P					
058486895	A research agenda for entrepreneurship and innovation		978-1-78811-601-5							https://www.elgaronline.com/view/edcoll/9781788116008/9781788116008.xml|https://doi.org/10.4337/9781788116015						fulltext		Edward Elgar Pub	Monograph		2019			Audretsch			P					
058486887	Handbook of research on the psychological contract at work		978-1-78811-568-1							https://www.elgaronline.com/view/edcoll/9781788115674/9781788115674.xml|https://doi.org/10.4337/9781788115681						fulltext		Edward Elgar Pub	Monograph		2019			Griep			P					
058486879	The role and impact of entrepreneurship education : methods, teachers and innovative programmes		978-1-78643-823-2							https://www.elgaronline.com/view/edcoll/9781786438225/9781786438225.xml|https://doi.org/10.4337/9781786438232						fulltext		Edward Elgar Pub	Monograph		2019			Fayolle			P					
058486860	How to teach entrepreneurship		978-1-78811-641-1							https://www.elgaronline.com/view/9781788116404.xml|https://doi.org/10.4337/9781788116411			Jones			fulltext		Edward Elgar Pub	Monograph		2019						P					
058486852	The social value of new technology		978-1-78811-633-6							https://www.elgaronline.com/view/edcoll/9781788116329/9781788116329.xml|https://doi.org/10.4337/9781788116336						fulltext		Edward Elgar Pub	Monograph		2019			Link			P					
058486844	Research handbook on sport governance		978-1-78643-482-1							https://www.elgaronline.com/view/edcoll/9781786434814/9781786434814.xml|https://doi.org/10.4337/9781786434821						fulltext		Edward Elgar Pub	Monograph		2019			Winand			P					
058486836	Handbook on the sustainable supply chain		978-1-78643-427-2							https://www.elgaronline.com/view/edcoll/9781786434265/9781786434265.xml|https://doi.org/10.4337/9781786434272						fulltext		Edward Elgar Pub	Monograph		2019			Sarkis			P					
058486828	Convenience triangle in white-collar crime : case studies of fraud examinations		978-1-78990-093-4							https://www.elgaronline.com/view/9781789900927.xml|https://doi.org/10.4337/9781789900934			Gottschalk			fulltext		Edward Elgar Pub	Monograph		2019						P					
05848681X	Theorizing in organization studies : insights from key thinkers		978-1-78897-004-4							https://www.elgaronline.com/view/9781788970037.xml|https://doi.org/10.4337/9781788970044			Hansen			fulltext		Edward Elgar Pub	Monograph		2019			Madsen			P					
058486801	Preparing for high impact organizational change : experiential learning and practice		978-1-78811-695-4							https://www.elgaronline.com/view/edcoll/9781788116947/9781788116947.xml|https://doi.org/10.4337/9781788116954						fulltext		Edward Elgar Pub	Monograph		2019			Schwarz			P					
058486798	Handbook of inclusive innovation : the role of organizations, markets and communities in social innovation		978-1-78643-601-6							https://www.elgaronline.com/view/edcoll/9781786436009/9781786436009.xml|https://doi.org/10.4337/9781786436016						fulltext		Edward Elgar Pub	Monograph		2019			George			P					
05848678X	Responsible innovation in digital health : empowering the patient		978-1-78897-506-3							https://www.elgaronline.com/view/edcoll/9781788975056/9781788975056.xml|https://doi.org/10.4337/9781788975063						fulltext		Edward Elgar Pub	Monograph		2019			Iakovleva			P					
058486771	How to conduct a practice-based study : problems and methods		978-1-78897-356-4							https://www.elgaronline.com/view/9781788973557/9781788973557.xml|https://doi.org/10.4337/9781788973564			Gherardi			fulltext		Edward Elgar Pub	Monograph		2019		Second edition				P					
058486763	"Sexual harassment, the abuse of power and the crisis of leadership : ""superstar"" harassers and how to stop them"		978-1-78897-259-8							https://www.elgaronline.com/view/9781788972581.xml|https://doi.org/10.4337/9781788972598			Beggan			fulltext		Edward Elgar Pub	Monograph		2019						P					
058486755	A research agenda for social entrepreneurship		978-1-78897-232-1							https://www.elgaronline.com/view/edcoll/9781788972314/9781788972314.xml|https://doi.org/10.4337/9781788972321						fulltext		Edward Elgar Pub	Monograph		2019			De Bruin			P					
058486747	Entrepreneurship and context		978-1-78811-947-4							https://www.elgaronline.com/view/9781788119467.xml|https://doi.org/10.4337/9781788119474			Welter			fulltext		Edward Elgar Pub	Monograph		2019						P					
058486739	Handbook of research on crowdfunding		978-1-78811-721-0							https://www.elgaronline.com/view/edcoll/9781788117203/9781788117203.xml|https://doi.org/10.4337/9781788117210						fulltext		Edward Elgar Pub	Monograph		2019			Landström			P					
058486720	Research handbook on boards of directors		978-1-78643-975-8							https://www.elgaronline.com/view/edcoll/9781786439741/9781786439741.xml|https://doi.org/10.4337/9781786439758						fulltext		Edward Elgar Publishing Limited	Monograph		2019			Gabrielsson			P					
058486712	Research handbook of international talent management		978-1-78643-710-5							https://www.elgaronline.com/view/edcoll/9781786437099/9781786437099.xml|https://doi.org/10.4337/9781786437105						fulltext		Edward Elgar Pub	Monograph		2019			Liu			P					
058486704	Theories of social innovation		978-1-78643-689-4							https://www.elgaronline.com/view/9781786436887/9781786436887.xml|https://doi.org/10.4337/9781786436894			Logue			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058486690	Creating psychologically healthy workplaces		978-1-78811-342-7							https://www.elgaronline.com/view/edcoll/9781788113410/9781788113410.xml|https://doi.org/10.4337/9781788113427						fulltext		Edward Elgar Pub	Monograph		2019			Burke			P					
058486682	Advanced imagineering : designing innovation as collective creation		978-1-78897-624-4							https://www.elgaronline.com/view/edcoll/9781788976237/9781788976237.xml|https://doi.org/10.4337/9781788976244						fulltext		Edward Elgar Publishing	Monograph		2019			Nijs			P					
058486674	University and society : interdependencies and exchange		978-1-78897-471-4							https://www.elgaronline.com/view/edcoll/9781788974707/9781788974707.xml|https://doi.org/10.4337/9781788974714						fulltext		Edward Elgar Publishing	Monograph		2019			Kövér			P					
058486666	Handbook of research on gender and marketing		978-1-78811-538-4							https://www.elgaronline.com/view/edcoll/9781788115377/9781788115377.xml|https://doi.org/10.4337/9781788115384						fulltext		Edward Elgar Publishing	Monograph		2019			Dobscha			P					
058486658	Handbook of research on distribution channels		978-0-85793-860-2							https://www.elgaronline.com/view/edcoll/9780857938596/9780857938596.xml|https://doi.org/10.4337/9780857938602						fulltext		Edward Elgar Publishing	Monograph		2019			Ingene			P					
05848664X	Ethical business leadership in troubling times		978-1-78990-305-8							https://www.elgaronline.com/view/edcoll/9781789903041/9781789903041.xml|https://doi.org/10.4337/9781789903058						fulltext		Edward Elgar Publishing	Monograph		2019			Ciulla			P					
058486631	Organizing hope : narratives for a better future		978-1-78897-944-3							https://www.elgaronline.com/view/edcoll/9781788979436/9781788979436.xml|https://doi.org/10.4337/9781788979443						fulltext		Edward Elgar Publishing	Monograph		2019			Ericsson			P					
058486623	High-growth women's entrepreneurship : programs, policies and practices		978-1-78811-871-2							https://www.elgaronline.com/view/edcoll/9781788118705/9781788118705.xml|https://doi.org/10.4337/9781788118712						fulltext		Edward Elgar Publishing	Monograph		2019			Bullough			P					
058486615	Handbook of research on identity theory in marketing		978-1-78811-773-9							https://www.elgaronline.com/view/edcoll/9781788117722/9781788117722.xml|https://doi.org/10.4337/9781788117739						fulltext		Edward Elgar Publishing	Monograph		2019			Reed			P					
058486607	Handbook of research on strategic human capital resources		978-1-78811-669-5							https://www.elgaronline.com/view/edcoll/9781788116688/9781788116688.xml|https://doi.org/10.4337/9781788116695						fulltext		Edward Elgar Publishing	Monograph		2019			Nyberg			P					
058486593	Handbook of research on entrepreneurship and aging		978-1-78811-621-3							https://www.elgaronline.com/view/edcoll/9781788116206/9781788116206.xml|https://doi.org/10.4337/9781788116213						fulltext		Edward Elgar Publishing	Monograph		2019			Backman			P					
058486585	Dependent self-employment : theory, practice and policy		978-1-78811-883-5							https://www.elgaronline.com/view/9781788118828/9781788118828.xml|https://doi.org/10.4337/9781788118835			Williams			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058486577	Handbook on customer centricity : strategies for building a customer-centric organization		978-1-78811-360-1							https://www.elgaronline.com/view/edcoll/9781788113595/9781788113595.xml|https://doi.org/10.4337/9781788113601						fulltext		Edward Elgar Publishing	Monograph		2019			Palmatier			P					
058486569	Handbook of sustainable innovation		978-1-78811-257-4							https://www.elgaronline.com/view/edcoll/9781788112567/9781788112567.xml|https://doi.org/10.4337/9781788112574						fulltext		Edward Elgar Publishing	Monograph		2019			Boons			P					
058486550	Women, business and leadership : gender and organisations		978-1-78643-271-1							https://www.elgaronline.com/view/edcoll/9781786432704/9781786432704.xml|https://doi.org/10.4337/9781786432711						fulltext		Edward Elgar Pub	Monograph		2019			Antoniou			P					
05848731X	Managing without growth : slower by design, not disaster		978-1-78536-738-0							https://www.elgaronline.com/view/9781785367373/9781785367373.xml|https://doi.org/10.4337/9781785367380			Victor			fulltext		Edward Elgar Pub., Inc	Monograph		2018		Second edition				P					
